gene,CerD1,CerD2,CerD3,CerW1,CerW2,CerW3,CocD1,CocD2,CocD3,CocW1,CocW2,CocW3,NigD1,NigD2,NigD3,NigW1,NigW2,NigW3,PenD1,PenD2,PenD3,PenW1,PenW2,PenW3,SorD1,SorD2,SorD3,SorW1,SorW2,SorW3
PhHAL.9G003700,-4.648672514,-4.648672514,-4.648672514,-2.748271809,-6.952475142,-6.952475142,-4.648672514,-4.648672514,-4.648672514,-6.952475142,-2.494683881,-6.952475142,-2.198556617,-4.648672514,-4.648672514,-3.358069913,-6.952475142,-1.968961606,-4.648672514,-1.780116118,-4.648672514,-3.691006007,-6.952475142,-6.952475142,-4.648672514,-4.648672514,-4.648672514,-4.227796497,-5.133068547,-6.952475142
PhHAL.5G179600,-2.498740541,-3.395018741,-2.759438265,-1.419296077,0.025336496,-1.522886583,-0.627956822,-0.882988919,-1.060568105,-0.476600233,-0.54114299,0.90683838,0.362636959,-0.554576491,-1.624455963,0.791344949,0.77482666,-0.100435921,-1.98193116,-1.573768583,-0.662489276,2.616870612,2.92263692,2.278688456,-0.981447694,-1.982262887,-3.096618268,-0.84276916,-1.229612303,-0.955741681
PhHAL.7G194500,-3.150098564,-3.813226697,-3.784474796,-1.61309228,-3.66038636,-3.66038636,2.732705048,-2.077925188,-1.384199418,-1.35082306,-0.331241231,-3.66038636,-4.107080287,-6.178558095,-2.456321609,4.848687906,4.611646163,4.839575098,-4.630476639,-4.13903363,-4.074825481,2.706355486,2.469887654,2.943905919,-0.773188542,-6.178558095,-2.25173316,1.450866182,0.899013676,1.710534649
PhHAL.6G241200,-3.344600058,-2.905374651,-3.22757602,0.506524289,-0.71803467,-0.306387155,-1.039305991,-1.36107387,-0.704327066,3.103828581,3.400607454,3.933154825,-2.075414949,-0.452713367,-4.078141185,3.994946218,3.927891744,3.905674199,-2.493278839,-1.095527094,-1.902979367,5.136128085,4.375698735,-0.71803467,-0.378121346,-1.01025283,-0.778614167,2.66625833,2.508250349,2.625265124
PhHAL.4G029400,-5.011290365,-2.992521614,-3.096367075,-0.771687454,1.25698065,-1.507849252,0.699876432,-2.794884555,-3.375378708,-2.605500497,0.749895003,1.920380451,-4.486893435,-3.750857801,-4.409657737,6.831406722,7.045829299,7.623234034,-7.168421411,-4.43820536,-3.894607166,6.401195851,6.63110692,3.529303647,-0.000250751,-7.168421411,-5.092074392,3.141218037,2.943460088,2.820717285
PhHAL.4G114500,-3.790957813,-3.804078994,-2.90998449,0.300559051,0.592385134,0.628468038,0.790485521,-4.015776543,-4.811733788,0.100665583,-0.154449574,-0.154449574,-4.474900852,-4.811733788,-4.811733788,5.219184718,5.721900378,6.154288076,-4.121781648,-3.844813892,-4.415211478,4.65208587,5.059057134,4.307347435,-1.728254886,-4.811733788,-4.621809311,0.802965843,0.567503109,1.018633074
PhHAL.3G067000,-3.017747589,-3.264690215,-3.367336298,-3.136392063,-3.211482931,-4.853172298,1.384127446,-0.966354719,-0.726392992,-2.052299311,-1.852680062,-0.75434011,-0.420128663,-2.042734854,-0.729354634,0.947303141,0.709570784,0.743276896,-2.111425611,-1.779784761,-0.479035,1.092454132,0.967101139,-4.853172298,-0.210594947,-2.346187365,-1.697677519,-0.908557445,-1.318189379,-1.588742459
PhHAL.5G022100,-3.729759054,-2.141782249,-4.616226846,-2.517814031,0.381340326,0.174173417,3.208365757,3.082334222,3.48213046,-0.283545719,5.842743388,7.394048292,-4.446438123,-3.506068117,-1.594366098,6.956725441,6.861633653,7.882777264,-4.937962965,-4.872311379,-4.325568231,4.920487139,4.850474155,6.286704239,-0.557273556,3.622032371,-1.261566643,4.027246192,3.441606071,3.701540382
PhHAL.9G428400,-3.636764785,-3.9155864,-2.022034359,-2.900183931,-4.460703253,-2.719253525,-0.808894337,-1.583668368,-2.546282521,-0.051787636,0.053090654,-0.3213893,-0.174311905,-1.848970194,-1.581962074,3.203658694,2.801748698,1.731546157,-4.486578827,-1.002014035,-0.90620126,2.351371343,2.16058674,-4.460703253,-0.47119537,-5.813202458,-3.582458382,-0.189016134,-0.40851345,-0.162110916
PhHAL.4G160100,-2.173879092,-5.252458187,-1.178989246,2.464651306,1.825757555,2.485748582,-2.76280993,-1.280675544,-1.991989851,0.630515772,1.840056575,2.430569682,-2.110113372,-0.489609777,-4.713031338,4.878319615,3.644996456,3.925960464,-5.252458187,-0.721563425,-5.252458187,5.005808955,3.438277745,-0.838948272,-0.685783048,-5.252458187,-2.729737002,3.289048112,4.639748554,4.644990008
PhHAL.3G490200,-1.677112399,-2.475843647,-1.855467692,0.03126223,-1.24768685,-0.677242661,-1.999705605,-3.290039391,-2.165920601,-0.887890677,-0.612731476,-1.025053462,-0.318961398,-0.819252347,-2.661244354,2.830607508,2.57016187,2.48966956,-2.290786298,-1.236731135,-0.820096798,2.413639511,1.619152604,2.29305473,-1.233157264,-2.974811456,-2.527368737,-0.620778135,-0.08954725,-0.293019324
PhHAL.7G194600,-2.300613218,-3.045892594,-2.896514907,-1.772980123,-0.68905024,-2.020322239,-0.103397706,-2.953117311,-4.952356089,-3.152063162,-2.439339735,-3.152063162,-3.944521924,-4.952356089,-1.751801516,4.237133636,4.038867697,4.134309775,-4.598533729,-3.081435114,-3.330550354,1.902034258,1.562512076,4.33805766,-1.725315894,-4.952356089,-3.717174354,-1.016439645,-0.709257641,-1.204636384
PhHAL.1G413800,-1.878178088,-4.114002254,-3.288814419,-0.698780975,-1.012345991,-2.398082126,-1.084040863,-2.47845736,-1.75692843,-0.197421978,-0.422034321,-0.413695761,-1.441173314,-2.615841955,-0.776953122,-0.76630576,-0.570623113,-0.351207013,-0.78307581,-1.408491288,-3.224657246,0.713771541,1.532966909,-4.587270969,-0.950795005,-1.479689756,-0.528164407,0.040119916,-0.369505158,-0.738673064
PhHAL.4G112000,-1.417163448,-2.134719669,-2.674586725,-0.580552657,-0.826030293,-0.410254804,-1.479417281,-2.243126801,-2.665354824,-2.00102391,-0.635287861,-0.29093907,-0.584470286,-0.919676678,-1.721753637,1.529594028,1.214427054,1.70760612,-3.439226034,-1.678560187,-1.487464733,2.325915401,1.852768528,-3.137533438,-0.856070428,-3.623439526,-3.029745784,-1.470512727,-0.466076565,-0.795164609
PhHAL.5G501801,-2.030859252,-4.221995599,-2.755957533,-2.213041938,-1.740572953,-4.591953579,-2.268049721,-4.861353728,-4.082429389,-1.467162572,-2.622799029,-3.436408469,-3.676700072,-5.433788428,-1.275022047,-0.920202122,-0.957676147,-0.980829618,0.060881919,-2.933616137,-2.496708206,-1.273728141,0.347593228,-1.565317034,-3.330913224,-9.274785335,-1.218863049,-3.049580868,-3.814566327,-3.712496164
PhHAL.9G083100,-1.540524218,-3.470409878,-0.603078745,-2.091957876,-2.433568493,-1.50113216,2.862246146,1.178314399,-0.059867961,-1.167412255,-1.139697715,0.513837473,0.515655133,-1.181617244,0.32535707,1.110786484,0.564264687,0.595169026,-2.258836919,-1.068528245,-1.193555933,0.482087593,1.069213544,-3.727545124,-0.726582579,-3.470409878,0.41447128,0.529533402,-0.286199758,-0.338606186
PhHAL.3G432900,-0.673751925,-0.878049121,-0.175748874,-0.141434195,0.306327538,-0.282699556,2.468172289,-0.682400075,-1.040243686,-0.245294841,0.046924662,-0.282699556,-0.97754363,-0.692863762,-0.740000449,0.193577393,-0.105012613,-0.282699556,-1.040243686,-0.923218422,-1.040243686,-0.1290265,0.137677204,-0.282699556,-0.848155595,-1.040243686,-0.753072845,2.053318123,1.162719933,1.393567853
PhHAL.4G068000,-1.692915844,-3.159523408,-1.857192545,-1.384006106,-1.597090286,-1.919759557,0.174549517,-2.270363623,-2.998135908,-1.838443543,-1.770367574,-1.41624251,-0.603348268,-1.498397028,-0.945313484,0.045744606,0.796009721,-0.18456214,-1.157908847,-0.708077692,-0.72997949,-0.038739322,0.111737031,2.235992308,-1.776021375,-2.283200306,-1.017241491,-1.184970195,-1.659671198,-0.893562269
PhHAL.6G002800,-2.704979261,-3.587683223,-1.269926438,-0.251316925,0.519578361,-0.147167102,0.59822836,-2.613470452,-3.809926421,0.319461501,0.754074239,-0.275899213,-2.462413829,-3.809926421,-3.483540943,3.70641492,3.800153472,3.995966925,-3.809926421,-3.17398448,-3.521750976,2.071849704,2.229649843,3.607571517,-2.052745255,-3.467575351,-3.327381678,2.429404282,2.223679682,2.058379989
PhHAL.4G135900,-1.479087778,-2.356389464,-2.923772989,-1.094852277,-1.086525994,-1.548460411,-3.036136006,-3.114886638,-1.771348813,-1.715507917,-1.327892848,-1.254700509,0.08424008,-0.565062925,-2.121410299,1.121775588,0.894564486,0.146149722,-2.063269135,-1.201146082,-1.382921237,1.640706586,1.686332891,-3.221134668,-1.110431345,-3.709848482,-3.362184371,-2.100245301,-1.894309729,-1.800404359
PhHAL.2G099400,-1.817157293,-3.042517262,-2.993297536,0.041335847,-1.128165331,-1.458481834,0.032286216,-0.5895721,-0.874507887,-0.297333497,-0.461018087,-0.238009264,-0.347709881,-2.736302859,-0.451950034,-0.915791565,0.042239268,-2.01690434,-1.361308907,-2.022380619,-1.631074067,-0.820286901,0.779207054,1.003833666,-0.413043789,-0.0439554,-1.723537527,-0.709604452,-1.333621058,-1.006804207
PhHAL.2G327100,-1.989176487,-2.422380701,-2.404022011,-2.754430376,-1.367962262,-3.705683811,-3.876065686,-1.140505619,-1.560207501,-1.710555588,-2.813281055,-2.626562743,-0.904143227,-8.340688215,0.37273267,-2.003494559,-1.137870343,-2.439105786,0.584720836,1.475530674,0.894691818,-4.639579681,-2.578583446,-9.290505041,-1.122352631,-8.340688215,0.069962408,-3.076963339,-3.997936767,-3.121048991
PhHAL.5G121600,-1.691471643,-1.936378346,-0.990293202,-0.569375387,-0.356836642,-0.58601913,0.278401852,-1.529389018,-1.60155766,-0.25370702,-0.173085113,-0.171267271,-1.039813164,-1.448372859,-1.740126283,2.060954758,2.325848021,2.565130073,-1.793517499,-1.066965761,-0.788727232,1.790708192,2.049125137,1.967012174,-0.60091649,-2.06518221,-1.511726349,0.458436629,0.263588841,0.305962062
PhHAL.2G446000,-2.405641124,-1.997421811,-1.887146854,-0.645798964,-0.217826388,0.576530686,-1.291298438,-0.801016816,-0.930535656,-0.212590479,1.064650868,1.838038357,-0.32452473,-1.016242734,-0.637261177,0.605589504,0.972757788,-0.508232952,-0.919005398,-0.624040358,-0.919063308,2.101482806,2.38285652,-1.439598317,-1.167041823,-3.37342874,-2.368337806,0.104441877,0.30658974,-0.721816845
PhHAL.3G437300,-2.735814997,-2.456788559,-1.521836255,0.234955,-0.84155886,-1.330368479,1.983846765,-1.77874069,-7.327685867,0.815153349,-1.442644671,-1.21430403,-4.898476995,-4.946360959,-7.327685867,2.173262919,2.771736869,2.755389608,-3.522445011,-2.955088917,-2.028481513,3.501170456,3.686859547,2.929899017,-0.762550269,-1.853993104,-3.168080899,2.668645108,1.493676438,1.149250238
PhHAL.9G089800,-2.612865994,-2.471639029,-1.310264857,-2.413031657,-1.893392351,-3.070346962,-0.538654065,-3.806070008,-3.251573492,-1.680994919,-2.721963822,-3.070346962,-1.068080464,-2.15778405,-3.806070008,1.647241731,1.818625152,1.363714083,-3.081672939,-3.272665141,-3.806070008,0.482644832,0.22429731,2.356179467,-2.160631184,-2.385867899,-2.098240455,-0.625028127,-1.393885462,-0.632906138
PhHAL.7G259500,-1.847049857,-2.295473243,-3.060249966,-3.503019763,-2.020453961,-3.572141513,-2.692828084,-2.832550624,-4.819575711,-5.025349382,-5.893022586,-2.862352293,-1.762284667,-4.087860405,0.726867751,-0.817004233,-0.15867984,-1.134295646,-1.547337437,-1.338052449,-1.623606107,-0.803667744,-0.310200998,-2.620136274,-2.351651472,-2.687252702,-5.261156599,-4.1765409,-5.128748196,-4.379470679
PhHAL.8G256000,-2.134116034,-2.889740783,-2.492892477,-2.581254261,-2.691414053,-3.264647704,-4.492596694,-4.492596694,-2.378289644,-4.858135737,-4.373280833,-2.74843251,-0.485589617,-1.347070852,-0.759882488,-2.042052708,-0.878051553,-0.885469495,-3.063596768,-1.896875834,-1.451718287,-0.334761478,-0.35750555,-5.125356295,-2.025672061,-1.443556716,-4.492596694,-4.087903785,-3.282811846,-4.298908279
PhHAL.2G383000,-1.461367363,-2.145586961,-2.615277838,-2.250565598,-2.009718054,-2.453586309,-1.933186021,-2.914185884,-2.914061435,-2.550820992,-2.954129012,-3.089946587,-0.367022907,-0.311900739,0.364452849,-0.845412833,-1.291356585,-1.464493058,-1.434856852,-1.742379163,-2.413068625,-0.10347972,0.415780507,-0.173285835,-1.272785192,-3.038335231,-4.30928183,-3.769374949,-3.606661352,-3.584228807
PhHAL.1G091500,-0.910645381,-1.948121997,-2.408955841,-1.611729419,-1.973064801,-0.864884001,-1.286347012,-2.537659836,-2.962440053,-1.688874927,-1.919334693,-1.622869586,-0.157155796,-3.280148159,-0.797746432,0.63898864,0.080697868,0.21479719,-1.129000476,-1.625171937,-1.52422229,1.292888903,1.001756772,-2.612847075,-0.57585383,-2.691925967,-2.222815733,-1.574087833,-1.955453103,-1.771538916
PhHAL.1G032700,-1.55547306,-1.794203426,-1.509406304,-0.52122527,0.519037781,0.114921014,-1.244955479,-1.118037827,-1.149220838,-0.110676724,-0.3879124,-0.423462294,-0.598595269,-1.334638137,-1.904232925,0.14285914,0.606885368,-0.853878805,-1.597885164,-1.261196323,-1.383539461,0.849389498,1.500841678,-1.242141095,-1.130609863,-2.670532945,-1.545675478,-0.272733068,-0.226857633,-0.424420433
PhHAL.3G009200,-2.318246757,-3.56998291,-1.872816088,-0.413356309,2.2090524,-0.055631559,4.082723525,1.178138426,1.015784721,3.448014346,4.07153709,3.610538904,-2.272442702,-2.450837391,-2.869703602,2.674359231,2.296489887,2.691926191,-2.9679013,-1.203352539,-3.841588207,0.352423006,0.78495327,-3.796958314,-1.195546089,1.129766704,-0.265970537,5.259473481,4.744633962,4.58085954
PhHAL.3G440700,-1.086529954,-3.832990761,-3.905433974,-2.81403542,-2.524590111,-3.676447537,-1.743565898,-2.669424011,-3.045974203,-7.42817144,-5.327804343,-3.24563116,-0.216957365,-4.643467228,0.238327279,-0.403130055,0.162095202,-0.266711753,-2.703752494,-4.374177189,-4.797846475,-0.781551182,0.155064359,-1.854314326,-2.355881079,-4.382754811,-1.722873644,-4.128419613,-4.920953728,-5.187377809
PhHAL.9G011800,-1.688064616,-2.004539628,-1.527015943,-0.168079574,-2.445305591,-0.899361926,-0.535854003,-1.511711624,-1.857256647,-0.12385655,-0.311742065,-1.291766124,-0.599766584,0.004621159,-1.961986071,1.464477112,1.476473472,1.226055725,-1.535571168,-0.929521885,-0.132006361,1.496082469,0.885918074,-2.445305591,-1.432654551,-3.238252028,-1.866196857,-0.78698441,-0.509216098,-0.605724861
PhHAL.3G479800,-1.906947332,-5.087303396,-1.915258198,-1.3042496,-1.704561478,-2.168479667,1.279579809,-0.867606583,-0.091200792,-3.698550649,-1.595173181,0.830157765,-5.654017561,-3.173560621,-0.904768714,2.876603713,3.29632594,3.348632153,-5.436443505,-3.789704825,-2.84595659,1.565589164,1.830136727,-5.117517742,-2.22635405,1.058571587,-3.853998558,1.048016394,0.817345474,0.710415576
PhHAL.4G067500,-1.577606343,-3.301239386,-2.372959062,-2.296915804,-2.011181119,-2.333122651,-1.36880869,-2.674657945,-2.840606884,-2.229506798,-3.036718079,-3.405391122,-0.577347087,-5.34657401,-1.011147924,-0.885376803,-1.118704214,-0.134539035,-1.76727316,-2.714729358,-1.884364601,-1.082180686,-0.547756702,-5.323197108,-2.342854852,-2.601340982,-2.577873055,-2.482608997,-2.832028974,-2.403721631
PhHAL.4G037300,-1.684225919,-3.3932,-1.133116593,-0.93770293,-0.455638393,-0.169021924,-0.396445701,-1.830602506,-1.339911029,1.244943281,0.758162898,-0.000514917,-2.055463186,-2.323347031,-3.254718946,2.408886009,1.919475678,2.07513227,-1.966543393,-1.249394869,-2.664551587,0.906817166,1.356586127,-1.800824679,-0.621652648,-3.93059448,-2.220545195,1.375968807,1.593113147,1.64279258
PhHAL.5G384800,-2.876608738,-2.143959351,-1.730770025,-0.941392234,-2.333592429,-0.800206927,1.638815876,1.350518419,0.626307617,1.786532256,2.140867768,2.534733815,-0.755560797,-1.069527175,-0.435624285,4.3718423,4.297896926,5.131196645,-5.094490333,-2.866236208,-2.357604487,2.748559026,2.21595193,3.202379842,1.62501641,-0.559775106,0.653343791,3.26857666,3.426408224,3.497050838
PhHAL.7G282500,-1.162630525,-2.148220465,-1.484412478,0.229677649,-0.893028197,0.277980022,-0.463815894,-0.349908436,-0.328571103,0.852557664,1.236106421,1.271114452,-0.480129984,-0.610279988,-0.117175977,1.719270038,1.320396856,1.237800561,-1.363020322,-1.396130347,-1.504413692,1.39261667,1.284038074,-0.893028197,-0.895882902,-0.691668405,-0.992073577,0.977064235,0.920537536,0.9435302
PhHAL.4G230100,-3.37930197,-1.83382002,-1.393242656,-2.046638767,-1.037969127,-2.405998239,0.103439416,-5.963177231,-3.825975393,-2.939937527,-3.419319594,-2.172725582,-1.299849692,-2.487677244,-0.823249395,2.876311347,3.782543848,3.378675226,-2.308993772,-0.735663327,0.138430827,2.318826216,3.429931347,1.951882269,-0.057573613,-5.963177231,-0.394385053,0.132697641,-0.534081666,-0.364559414
PhHAL.2G269100,-1.187854114,-2.50468383,-2.250682583,-2.60885594,-0.882312251,-1.669000521,-0.636745307,-1.419868745,-1.065449132,-0.463738731,-1.175098156,-0.96087856,0.209855345,1.652344603,0.56231043,0.54103907,0.921127328,1.364158509,-4.404366745,-3.096870372,-2.49551255,1.713649653,1.428802503,0.098806429,-0.283725171,-1.835105156,-1.914923835,-0.843705698,-0.792542478,-0.878137
PhHAL.4G278100,-1.022038575,-1.446715058,-1.286189743,-0.469543142,-0.36941873,-0.767948658,-0.409792563,-1.801356438,-1.22512693,-0.988102298,-0.655168916,-0.520700274,-0.722934061,-0.487706822,-0.427300659,-0.910913534,-0.636847336,-0.54212642,-1.521013053,-1.188170303,-1.988880971,-0.557842837,-0.360398434,-1.527852709,-1.305065064,-0.561800485,-1.039799554,-1.029770379,-0.890162715,-0.976358348
PhHAL.2G074800,-2.264539075,-2.352817424,-1.796216464,-2.243770299,-1.559721387,-1.362471317,2.795408472,2.666837102,3.027249065,3.687822483,3.438662021,2.547077232,0.970205198,1.130554832,0.210278474,0.751382837,1.321373949,0.739165521,-2.721919537,-2.099756251,-2.13454873,-0.787911224,-0.238049362,2.587388932,4.165604134,1.945963163,2.112580826,2.45793291,2.560656095,2.764505105
PhHAL.1G169266,-2.545115445,-1.658943755,-0.472892771,-0.09765962,-3.935168979,0.048891681,-5.252010631,-2.710119184,-5.252010631,-2.911267842,-3.935168979,-3.935168979,0.851226813,0.576593026,-5.252010631,4.149091984,4.274679124,4.346524635,-2.180762812,-0.3711782,1.012458242,3.534668168,3.000656111,3.107672315,-0.213877384,-5.252010631,-3.645539976,-0.10215748,0.369736267,0.135744089
PhHAL.4G161800,-1.806337684,-1.864021193,-1.281193761,1.307819997,-0.26497227,0.574522554,-0.558224808,-1.236473331,-1.556197465,1.036858378,1.265832186,-0.47530335,-0.715360109,-1.495261729,-3.431141482,1.578114492,0.922852198,1.243058417,-2.207726134,-1.146234469,-2.402632635,2.018152456,1.593453409,-1.693848957,-0.85187015,-3.144214402,-1.438656176,0.564642833,0.850079918,0.894204811
PhHAL.1G448100,-0.547795284,-0.547795284,-0.547795284,0,0,0,0.185069542,-0.547795284,-0.547795284,0.50093663,0,0,-0.547795284,-0.547795284,-0.547795284,0.48848416,0,0,-0.547795284,-0.547795284,-0.547795284,0,0,0,-0.181386336,-0.547795284,-0.547795284,0.113480478,0.17908423,0.283511716
PhHAL.1G448200,-0.991422138,-1.283344942,-0.729983206,-0.011682465,0.051290807,0.090041327,0.405580926,-1.184886878,-1.232390164,0.064057368,0.359611396,0.061121337,-1.327416899,-1.478310635,-1.571322909,1.916331087,1.117012961,2.005190878,-1.487919813,-1.202521884,-1.419714264,0.538867517,0.627985207,2.040038095,-0.901273099,-1.442632118,-1.227829736,1.881476624,1.656606022,1.617200851
PhHAL.9G036800,-1.575034879,-2.342986562,-1.618209332,0.383389028,0.233459355,0.377190389,-0.090636109,-0.487774254,-0.121592922,0.694616278,0.882124903,0.928281553,-0.720627286,-3.737950619,-1.554689617,1.028839155,0.237163453,0.872584526,-1.560476065,-0.770949905,-1.065242423,0.912573494,0.446366478,2.737787451,0.353715369,0.622540081,0.991324788,0.935464799,1.057284929,1.075935209
PhHAL.4G040500,-0.921440345,-1.904272301,-1.171799439,-1.864903015,-1.116748297,-0.184955967,0.296877669,-0.84699241,-1.40598219,-1.357145612,-1.232580836,-1.348952976,-0.176770727,-1.903081459,-0.032696489,-0.767041999,-1.530255381,-1.729282509,-0.942141777,-1.887352054,-2.138059174,0.108827831,-0.151564612,-2.144970878,-1.19768824,-0.620011319,-1.48777315,-0.006503693,-0.45629814,-0.458434494
PhHAL.9G525500,-1.581288407,-3.018744252,-2.991492785,-1.91427475,-1.789432343,-1.434632919,-2.245078599,-4.108710841,-3.310836781,-3.022579857,-2.599482393,-2.591873285,-0.536783482,-4.877425596,-2.066257479,-1.050278606,-0.704629644,-0.702094449,-2.565608,-1.82545536,-2.329863622,0.152620732,0.272807017,-1.224833849,-1.826778859,-3.78469089,-3.076041202,-3.226544249,-3.075197029,-2.972077462
PhHAL.9G019200,-2.202407131,-2.190881381,-1.922118447,-0.664206691,-0.933660463,-1.231716085,-1.753648638,-3.636100878,-3.004592736,-2.30548181,-1.419754273,-2.040331194,-0.689302378,-2.28819002,-0.931358973,1.373023704,2.020531101,1.733339039,-1.964837245,-1.55313963,-1.583765849,1.580794373,1.674738233,0.058901649,-1.236653503,-3.172661801,-3.479589719,-1.609977461,-1.766828898,-1.522152716
PhHAL.5G094700,-3.167405346,-2.748181639,-0.718233591,-0.630151642,-0.630151642,-0.630151642,-0.395206595,-2.919332514,-3.751934973,0.094724729,1.237171583,0.049149637,-3.392889532,-3.751934973,-3.751934973,4.293905476,4.682626057,4.948159151,-3.599232342,-1.40209133,-1.271600045,4.348318587,4.261700094,4.612911874,-0.081094637,-3.751934973,-1.672055142,1.877617632,1.532580455,1.80877724
PhHAL.9G121700,-2.225984766,-1.352706013,-1.997385078,1.377743697,-1.318474963,-1.318474963,-3.587388195,-3.365305781,-1.642792082,-1.037910545,-1.318474963,-1.318474963,-1.157268882,-3.587388195,-1.645733464,-1.318474963,2.004851868,1.322335659,1.272362746,-0.540179633,-1.650801134,2.94915821,3.033428933,-1.318474963,-2.003536998,-3.587388195,-3.587388195,-1.055626917,-1.19270406,-0.49354096
PhHAL.9G394000,-1.224782693,-2.106988043,-1.290904697,-0.14225751,0.262225869,-0.355976581,-0.159659889,-0.296287781,-1.01115655,0.719044023,0.258290321,0.342659469,-0.596384477,-2.482239935,-0.6001095,0.27018571,0.546715307,-0.25898132,-0.232112092,-1.131601254,-0.289439775,-0.47775484,0.584484641,4.477381022,-1.428120802,-1.405927124,-0.970989505,-0.433322645,-0.332773253,-0.661522445
PhHAL.1G167100,-1.09717619,-1.187343397,-1.192308655,-0.276807963,-0.374027202,-0.248572936,-1.402075195,-1.431373084,-1.448089298,-0.555574428,-0.671430956,-0.377201796,-0.068517626,-1.173956285,-0.855709683,0.243008715,0.081764501,-0.317503371,-1.45343706,-1.038395074,-1.449991823,0.400451888,0.556151068,-0.816505776,-0.830795113,-1.550410172,-1.572199668,-0.498136869,-0.563516157,-0.49818315
PhHAL.1G167200,0,0,0,0,0,0,0,0,0,0.001438332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PhHAL.6G058000,-2.03416454,-1.855777322,-2.020193936,-0.189470472,-0.086046388,-0.59559096,1.209927143,-1.513276097,-3.144959493,2.316554413,2.928162734,-0.019738464,-2.886229874,-1.418108169,-3.86315495,3.760661629,3.914773663,2.982166261,-4.401326034,-1.497155035,-1.240005496,-2.106583245,-0.833864173,2.752492206,-0.899866909,-4.145504784,-2.158416337,4.068372398,3.945786376,4.139484765
PhHAL.9G032100,-1.048695035,-2.4694981,-0.780994692,-0.421912709,-1.415879698,-1.144931663,-1.718728154,-2.554310036,-2.467343049,-0.831505123,-0.953789375,-0.671179151,-0.690092108,-2.173371549,-0.563742103,0.181552686,-0.187088635,0.038183564,-2.160275315,-0.88260064,-0.781165332,0.487068689,0.44667891,-2.804344795,-0.676318728,-1.512448666,-1.909797052,-0.694639903,-0.684596869,-0.756084193
PhHAL.3G246500,-1.532894564,-2.451110037,-1.71119613,-1.415180406,-2.288091896,-1.824676884,0.131567475,-1.021683032,-0.901992813,-0.55577133,-1.110660632,-1.144486192,-0.055851509,-2.335760527,0.063357069,0.802285178,1.002196042,1.155887566,-1.2164255,-1.029450347,-0.476764318,-0.078023964,0.007258441,-0.791949332,0.053480759,-1.138240565,-1.04183605,-0.688657446,-0.742328711,-0.527588077
PhHAL.5G236200,-1.647310792,-2.089974118,-1.326908976,-0.622182347,0.006958947,-0.462970405,0.672799164,-0.488354045,-0.207503893,1.338286065,1.064674214,1.490534714,-1.023156222,-0.911845373,-1.326579701,0.546470532,0.982493504,0.24907023,-0.379728261,-0.192071624,-1.61658264,2.106117913,2.450532082,1.739297175,0.173460834,0.430148711,0.379428998,1.147932888,0.804544706,0.51803054
PhHAL.9G449800,-1.375799444,-3.052964889,-2.443146262,-2.413135012,-1.422060566,-2.865574706,-2.321327995,-3.298243216,-3.259107768,-2.831712648,-2.946681046,-3.061289707,-4.213476924,-8.705316897,-1.771615693,-3.340150544,-2.940980213,-3.676664503,-0.18383282,-2.034844343,-0.617639639,-2.965502343,-0.906006009,-2.130555043,-2.49473928,-2.548544804,-1.558908124,-2.75753783,-3.182690924,-3.142673591
PhHAL.7G241600,-1.444964235,-3.504100265,-3.250223193,-2.67632641,-2.021275568,-1.879640447,-0.053774567,-1.818899524,-2.100110313,0.523426777,-0.117787262,-1.607069347,-1.113395338,-3.690276929,0.10184977,-1.168973866,-0.328396465,-0.041486718,-0.974528791,-2.264779101,-1.685471786,0.16386781,1.050164093,-6.667553451,-1.407474273,-1.859632491,-1.641740487,-0.590735717,-1.123089703,-1.225313233
PhHAL.7G324200,-1.450557539,-2.483594457,-1.735149618,-0.408599135,-1.225100227,-1.009938452,-1.401021616,-3.302471197,-2.958456577,-1.462202028,-1.579259275,-1.915840086,-0.14168343,-1.83634683,-0.646850292,1.078099857,1.354500107,1.251253833,-1.384987707,-1.729931594,-1.533049876,1.861078812,2.039438293,-0.817968856,-1.115124063,-2.74692509,-2.070723054,-1.059349732,-1.254326684,-1.110846941
PhHAL.1G242700,-1.221272677,-2.229427598,-2.148864303,-0.506744226,-1.076859854,-1.924605532,-0.174507265,-2.990039687,-3.408602963,-1.233794948,-1.115696928,-2.232863975,0.713590912,-3.303536203,-0.340953062,0.885352525,0.935788299,0.484007181,-0.350178844,-0.630704286,-1.802811898,0.509862983,0.756660111,-4.779849777,-1.417882307,-2.656850868,-0.574109899,-2.01843471,-1.911346718,-1.783546004
PhHAL.8G246700,-1.228978351,-2.35759263,-1.535980634,-0.627307816,-1.02172205,-1.580946777,0.962158633,-0.980960654,-0.860403261,0.30510538,-0.053790557,-0.895217325,-1.042295239,-2.727068742,0.593306882,0.249986129,0.487703733,-0.031676636,-1.730327814,-1.563299477,-1.837838928,-0.557981977,0.264331967,0.540757626,-0.494076358,1.044128266,0.757588779,-0.86334681,-1.190412276,-1.057292111
