gene,CerD1,CerD2,CerD3,CerW1,CerW2,CerW3,CocD1,CocD2,CocD3,CocW1,CocW2,CocW3,NigD1,NigD2,NigD3,NigW1,NigW2,NigW3,PenD1,PenD2,PenD3,PenW1,PenW2,PenW3,SorD1,SorD2,SorD3,SorW1,SorW2,SorW3
PhHAL.8G176325,0,0,0,0,0,0,5.83756234,6.476054354,0,3.47537028,3.477962212,5.104605043,0,0,0,0,0,0,0,0,0,0,0,0,4.912281001,0,4.70714927,3.439298661,3.374193729,3.758686935
PhHAL.4G271200,0,0,1.373497879,-1.316190162,-1.316190162,-1.316190162,6.109452501,5.675632478,6.824882389,5.615291982,4.298749317,5.314076963,0,0,0,-1.316190162,1.616173429,2.959442713,0,1.719117713,0,-1.316190162,-1.316190162,-1.316190162,5.86130531,6.432139309,4.483880254,4.430512252,4.06135356,3.88978094
PhHAL.3G192600,0.686692139,0.629929472,0.135112207,-0.483334534,-0.374934489,-0.279668886,1.574521262,3.975292499,4.387750722,1.32251907,2.123919866,3.527914111,0.598368065,2.724561967,2.836202861,-0.126365206,-0.278651382,-0.635450607,-0.301873682,0.399479594,-0.201838492,2.274221162,1.889019028,-0.881850181,3.386945298,3.212238113,1.192007145,0.726959062,0.973210632,0.813283993
PhHAL.2G425300,-0.445049168,-1.108790273,0.783597864,-0.11092153,1.021793259,-4.198664396,6.538425887,4.504429159,1.117459431,1.637332922,2.574672652,0.01709961,-1.56267205,0.911904321,0.187172312,-0.779762049,0.013749304,0.44851194,-3.682363545,-0.070801619,-0.802348102,-1.050291539,-0.8399151,4.043523647,3.159936508,0.059513271,2.078336446,7.029480879,7.220595325,7.290967846
PhHAL.1G257000,0,0,1.041677548,2.157955619,4.388499539,0,6.84095412,5.198352706,6.244074553,5.43871535,6.519804492,6.749400182,1.395375441,3.304494979,0,2.259893127,0,0,0,0,0,0,1.921725755,0,3.678477606,7.030909864,0,5.045705065,4.064046439,3.242404341
PhHAL.1G045200,1.153260575,0,1.484932104,-4.69429334,-4.69429334,-4.69429334,3.679378755,7.134580336,6.855454067,0.6713887,1.216559221,2.538060427,0,0,0,-4.69429334,-4.69429334,-0.165228289,0,1.866405568,0,-4.69429334,-4.69429334,-4.69429334,4.759011983,0,5.680090828,-1.138513989,-1.296787435,-0.52910494
PhHAL.1G114100,0,0,0,0,0,0,0,5.264243659,5.771911982,0,1.576115756,6.166532687,0,0,0,0,0,0,0,0,1.206268125,0,0,0,0,4.146141977,0,0.389469895,0.884789356,0.439794389
PhHAL.8G049200,0,0,1.295370388,0,0,3.016900974,0,8.270594348,8.582646319,0,4.404296878,8.354050984,0,8.937818111,0,0,4.501834001,4.483164403,0,1.498036362,0,1.381632235,0,0,0,0,0,0,0,0
PhHAL.7G311800,2.783404268,0,2.022229308,0,0,2.310523355,7.331785818,6.972359509,6.783744746,6.831319913,2.495416317,7.604879351,1.252797114,0,0,2.677063921,4.169235549,3.941472574,0,1.881598062,0,1.282250003,3.519504164,0,3.116768961,0,6.596025719,5.816945236,4.740188219,4.90687136
PhHAL.1G253700,2.564461094,2.354474729,4.769216343,0,3.850479411,2.479652234,8.021624079,4.711373759,0,0,0,0,1.242785403,0,0,5.984869569,7.009761449,6.542703792,0,0,2.932471313,3.533862321,4.108223341,0,3.0713714,0,1.536913286,8.565376307,7.800401664,7.67962788
PhHAL.8G016000,0,0,0,0,2.177751992,0,5.196067978,5.537963827,5.189974749,2.267721554,3.948591504,5.24011585,1.212544438,0,2.160255466,0.989526339,0,0,0,0.450769431,0,0,0.338507708,0,2.095698296,5.568880321,2.830687338,1.680796925,1.850667427,2.277163516
PhHAL.8G234600,-0.234309091,0.197526022,-0.28074805,-1.606190711,0.938483271,0.6078094,7.120197632,7.317684191,7.309084478,6.41121806,5.780620536,5.9817858,-1.105866286,0.811205256,-0.100934218,-0.457746482,-1.681275514,-0.836825346,-0.744986068,0.896614551,0.460004277,-1.24409645,-1.872460877,5.167891087,5.867861309,6.890727135,3.625743521,5.336551903,4.355839215,4.378668693
PhHAL.7G194900,3.038968139,2.707094038,1.182431699,-2.021562673,-4.111525151,-1.604494231,3.906284536,8.945677926,8.586438254,-4.111525151,3.062611576,4.911785655,0,3.322379588,7.872945697,-1.480276489,-0.520839305,-1.117915997,1.361762746,1.569894485,0,0.541718346,1.0802033,-4.111525151,2.780324799,9.799291337,1.880618923,-2.265613643,-4.111525151,-1.993574169
PhHAL.4G339401,0,0,0,0,0,0,2.694926982,6.910049042,6.763690419,3.672097162,5.225317352,7.541956167,0,0,0,0,0,0,0,0,0,0.674060149,0,0,4.33470413,4.161113739,2.497780958,2.049425152,3.422829066,2.863888906
PhHAL.1G224400,0,0,0,0,0,0,8.316928619,0,6.267322299,6.968332717,5.017565643,0,0,0,0,0,0,0,0,0,0,0,0,0,4.882124564,6.859770816,6.36217178,6.317226272,5.295862586,6.01467665
PhHAL.5G118600,0,3.671565126,0,-1.477770569,-1.477770569,-1.477770569,6.957798547,10.09815055,10.33059201,0.081202319,6.640781235,8.748737961,0,4.538699558,6.283329168,-1.477770569,-1.477770569,-1.477770569,0,2.356549511,3.645424989,1.727259035,1.306557516,-1.477770569,5.397217689,10.97982529,3.765258911,2.18121776,1.874098001,1.639766567
PhHAL.2G017900,4.575457561,5.309114327,1.514869616,-2.29857825,-5.827662047,-1.91353767,7.89704071,9.761039218,10.46721833,-2.911819946,3.568259754,3.865479877,2.751208753,4.595772172,8.059463441,-5.827662047,0.087151196,-5.827662047,0,3.354301225,3.709566354,-0.223430564,-0.170059195,-5.827662047,5.044687,11.14683593,4.968749724,0.30576996,-0.63273976,-0.451882338
PhHAL.6G186000,-0.156614861,-1.071891609,-1.094985673,-1.889712814,-1.055742301,-3.328821797,-6.692656879,-6.692656879,-6.692656879,-8.447372563,-8.447372563,-8.447372563,-2.105123863,-1.409349938,3.163231625,-0.988949544,-0.630862452,0.186854032,2.002268572,-0.585990303,-0.496085241,-2.543023348,-1.466513246,-8.447372563,-5.567468677,-6.692656879,-3.044996993,-6.262686022,-6.430829889,-6.60232417
PhHAL.2G474600,-1.826468622,-3.451898857,-0.152503739,-0.829817518,-5.694687078,-2.293456657,0.414657411,-2.853349205,-6.509513752,-5.694687078,-5.694687078,-5.694687078,-4.470480668,-3.926334081,-0.963520679,0.829365625,0.494052087,-0.216006429,-5.248277824,-1.478145024,-3.881015426,-1.168467993,-0.341653202,-5.694687078,-3.497374197,-6.509513752,-4.817961721,1.071550281,1.115871704,0.754649787
PhHAL.4G044701,-0.32138377,-0.703736055,-0.456669989,-1.228133385,-1.38253226,-0.846764029,-1.599410161,-1.599410161,-1.243611287,-2.245585005,-2.245585005,-2.245585005,0.46242478,-1.599410161,0.153381239,0.979469308,0.535199615,0.968399878,-1.178678775,-0.023986486,-0.690496595,-0.617161337,-1.054559359,-2.245585005,-0.8170687,-1.599410161,-1.599410161,-2.190617228,-2.097676603,-2.245585005
PhHAL.3G487500,0.136950345,-0.040998843,0.469793666,-0.757849831,-1.275554659,-0.94300743,-1.003204029,-1.43527468,-1.679548527,-2.451834802,-2.762264248,-2.731262941,0.336558252,-1.375526607,-0.647658777,-0.433751156,-0.185935818,-0.05171903,-0.265376834,-0.185992065,-0.083338695,-0.739297639,-0.422474366,0.099601469,-0.81836884,-1.832797422,-0.802539337,-2.534776331,-2.404312747,-2.513054708
PhHAL.5G507900,-0.262162795,-1.923494614,-1.979104959,-3.116233516,-1.868832374,-2.842101828,-0.909517024,-0.849767761,-1.300736984,-4.684857474,-4.329532633,-2.585584816,-0.522787862,-6.397112703,0.475580644,-1.308733334,0.103569682,-0.238164053,0.315483077,-0.907046449,0.524954288,-2.47070385,-0.728256423,-8.053822731,-2.24408566,-2.079056221,-2.184496676,-4.461138469,-5.966889541,-5.114705253
PhHAL.9G471500,-0.36668355,-1.088223804,-0.697567285,-1.42650436,-0.913485602,-1.524332322,-0.619834695,-1.570376107,-1.322042984,-2.450161955,-2.616183645,-2.277097981,0.42829503,-0.877033061,0.514134005,-1.468881777,-1.784552106,-1.730935939,-0.152175876,-0.017193174,-0.139406658,-0.68124668,-0.728623534,-2.862676862,-0.667542615,-1.847951488,-0.777713307,-1.860586469,-2.161908691,-1.778605792
PhHAL.1G334200,0.504554722,-2.067446081,-2.197775563,-0.79174674,-0.508244058,-1.684371183,-1.876172225,-1.69013016,-1.407787969,-3.431531425,-2.161915607,-4.664867187,-3.057296576,-6.466965841,-1.289885214,-1.049486957,-0.680811263,-1.370004164,0.277424022,-1.166340556,-0.582924788,-3.235570799,-0.490515865,-7.317915736,-3.016552966,-0.699382543,-2.672768345,-1.646376084,-1.861950747,-2.02638953
PhHAL.6G139900,-0.128534935,0.502497026,-0.085439561,-1.135158864,-1.163783682,-1.164290556,-0.153919668,0.136928672,-0.586507482,-1.574278385,-1.634237895,-1.847866376,-0.313125604,-0.742043015,0.144624963,-1.447396224,-0.949563458,-1.182540766,-0.119301913,0.188639831,-0.083125041,-1.545688942,-0.584325115,-1.91920798,-0.414798298,-0.054668731,-0.317104807,-1.24965051,-1.535245512,-1.139025566
PhHAL.4G012500,0.026749452,-1.881797689,-0.663262282,-1.510508594,-1.082434118,-2.29666893,-0.039542775,-1.999136004,-2.830390331,-2.341525805,-2.64218124,-2.83672668,-1.456057032,-1.620788025,-0.642039091,-2.104528443,-1.122531235,-1.299008398,0.000325404,-1.616248461,-1.037845798,-0.871435371,0.538831284,-0.993688885,-0.617838076,-2.538306845,-0.405621601,-0.558817308,-1.172641745,-1.089505422
PhHAL.3G442700,-0.64160008,-1.462901296,-0.706594764,-1.289505359,-0.982178726,-2.22316079,-1.281069083,-2.628422491,-2.527559558,-3.364935154,-3.192908264,-3.192752914,-2.118061633,-2.957509744,0.689520992,-1.402912987,-1.140476047,-1.476877313,0.58348932,-0.669267888,0.412238384,-1.164368288,-0.234422985,-1.44801704,-1.867389171,-0.894333568,-1.356622871,-3.349356074,-3.825848992,-3.737213532
PhHAL.5G437000,0.384949791,-0.143000263,0.868774168,-0.388524475,-0.263607033,-2.067245663,-0.257312997,-1.481242101,-0.389928165,-1.198272013,-2.709229306,-2.677331707,-0.853784676,-1.481242101,0.003122924,-2.494596097,-1.214487046,-3.149505431,1.036023512,0.19523294,-0.386607402,-3.032978846,-1.744515139,-3.149505431,-0.531791584,1.756719252,0.991882396,-1.575127766,-1.940345313,-2.136207549
PhHAL.9G188000,-0.082401374,-0.488640427,0.054858392,-0.287797486,-0.741807885,-0.476339704,-1.686901108,-2.44952978,-2.404763243,-1.330234244,-2.298334462,-3.523876035,0.119152772,-1.096492582,-0.883663242,-1.213290578,-1.324901964,-1.610317712,-1.248191122,-0.166939643,-0.228631052,-1.311203439,-0.512942326,-4.35423116,-0.750570665,-1.806280504,-0.843706071,-2.108869368,-1.870381854,-1.928809454
PhHAL.9G222300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PhHAL.9G222400,0.087946295,-0.559134381,1.020356058,-0.864072967,-0.428805529,-1.073951251,0.991819979,-0.211447476,0.056344392,-0.879488574,-1.960721097,-2.597682055,-0.651531189,-1.080737077,1.305921429,-0.799638879,-1.103864721,-0.010400502,0.244029711,-0.355327988,0.162946645,-1.387439825,-0.594174043,-2.931574016,0.26460186,0.200781773,0.516425014,-0.923391933,-0.882476516,-0.752712802
PhHAL.9G392100,-0.128652969,-0.66217276,-0.753729496,-0.95156795,-0.396676351,-0.417557826,-1.235183954,-1.914363936,-2.40287586,-1.77247335,-2.109232435,-2.222975105,-0.468031038,-2.40287586,-0.91606368,-0.555723845,-1.627514048,-0.896447619,-0.588464893,-0.056242284,-0.791486265,-0.287434652,0.06826012,2.274782485,-0.553244825,-1.910771436,-0.834415632,-1.467634219,-0.959086799,-0.917678717
PhHAL.5G515100,0.000709675,0.136166935,0.415262457,-1.214382316,-1.838676804,-0.946144041,0.019456482,-0.192755307,0.311680022,-1.931385332,-1.9796659,-2.432521396,-0.178368361,-1.565852224,0.150664642,-1.36969683,-1.375959096,-1.793073232,-0.286190761,0.118558103,0.142335012,-1.812762297,-1.460494128,-2.891822903,-0.103464799,-0.063017557,0.346996883,-1.467405981,-0.970744625,-1.324520846
PhHAL.1G116100,-0.569798315,-1.633504364,-1.028023172,-1.55058169,-2.196926924,-3.820145685,-0.991673117,-2.899494353,-2.752648039,-2.701317699,-2.738780273,-3.814899071,-2.019880757,-3.528852129,-0.407703112,-2.06977675,-1.792921928,-2.10407254,-0.012268119,-1.508088248,-0.600171915,-1.252850255,-0.490865547,-2.283212151,-1.780116944,-1.316263233,-0.683078777,-2.68788657,-2.659062568,-2.786061052
PhHAL.9G077600,-0.396821973,-1.056453065,0.00778229,-0.703454598,-0.025701657,-0.813195854,-0.343442842,-1.746097826,-1.984925971,-0.943341064,-1.698171986,-2.988602288,-1.168706627,-1.349907973,-0.611593618,-1.658692243,-0.846747737,-1.160120995,-0.443708881,-0.529900636,-0.16295068,-1.29368199,-0.709835425,-2.988602288,-0.514805554,0.338299763,-1.013081219,-0.828947271,-0.900511587,-1.532837147
PhHAL.7G215600,-0.044364841,-2.771001726,-3.049966341,-2.118355697,-1.655069838,-2.440668931,-1.025199875,-2.120091067,-2.029452861,-2.916582017,-2.178321135,-2.392635711,0.305185749,-2.54319633,1.9529992,-1.100854916,-0.209298442,0.034102665,-2.147979797,-2.728569287,-2.929945157,-0.778780306,0.987177119,-7.911387993,-1.679979458,-0.849128894,-3.327647039,-3.760552151,-4.300794224,-4.836620552
PhHAL.7G246900,0.008010715,0.277909197,0.407600019,-1.463953518,-2.028579509,-1.162856598,0.452434783,-0.423367308,-0.602601415,-1.547165991,-2.048876795,-2.17630387,0.251608336,-0.289377059,-0.244082569,-2.450595874,-1.363314657,-2.7970967,-0.23361812,0.174767069,0.198000132,-2.179002791,-1.334677863,-2.7970967,-0.023217196,0.767000366,0.15780853,-1.575658834,-1.81438818,-2.207784785
PhHAL.9G037700,-0.058945439,-0.440647438,1.519585317,-1.175854698,-0.834128653,-4.257105688,2.133622057,1.429748049,0.457227242,-0.273455352,1.408270027,-0.839459721,-0.461455694,-3.196165314,-3.196165314,0.401825534,-2.156403827,0.372676391,0.061383951,0.020275582,0.325965783,-2.736442068,-1.368810536,-4.257105688,0.451344919,1.792487565,2.167415801,0.686618766,0.764107507,0.376935719
PhHAL.9G037800,0.003872774,-0.314994853,1.067528761,-0.038295606,-0.597382406,-0.588716191,-2.759338892,-2.396061127,-2.201578438,-3.33736911,-3.179664386,-3.686338548,-1.715720327,-0.298002747,0.608303769,-2.201550026,-1.833621946,-1.681940604,0.755607249,1.569386629,2.030111526,-2.930410536,-1.985366973,-1.233559158,-1.353687435,-1.40911157,-0.974737658,-2.802166707,-2.467762755,-2.171883628
PhHAL.2G300100,0.312428561,-1.083058486,-0.002408626,-2.079180982,-2.199292536,-2.442447475,-0.663280889,-3.476403291,-1.626728224,-2.58002379,-2.686824459,-2.507945561,0.173430567,-2.525417615,-1.050804343,-1.44949587,-1.987700882,-2.683679734,-0.06117059,0.209514438,-0.293051763,-1.692777122,-1.20791253,1.183651241,0.052143024,-0.721338402,-0.474039209,-1.911384852,-2.002973265,-1.888285145
PhHAL.9G154600,-0.492638738,-1.83768377,-0.761918133,-1.634983059,-1.336555766,-1.788860402,-0.616663484,-1.963231472,-1.496902269,-3.296460278,-2.924687791,-2.911635939,-0.848243726,-1.978508614,0.966028422,-0.689023978,-0.3484513,-0.774176394,1.021251912,1.065316388,0.276597816,-1.66577258,-0.191734532,-5.664365266,-1.064563272,-0.489570586,-0.795370129,-3.401357911,-3.700580441,-2.82655722
PhHAL.3G132500,0.858303613,0.729857182,1.050128605,-0.047956324,0.506696749,-0.134606586,-0.892414171,-1.765068897,-1.714024403,-2.65375226,-3.066827725,-2.619216189,0.098681219,-0.420450542,0.629377657,-1.236681908,-0.566192943,-0.841097366,0.527227907,-0.080080716,0.279294503,-1.709507098,-0.354853523,1.401557441,-0.405545803,-1.008658497,-0.288820099,-1.931171284,-1.947658592,-1.612397664
PhHAL.4G030400,0.110395238,-0.677718137,0.07634636,-1.182854193,-1.919849229,-0.926895507,-0.012311301,-0.176486252,-0.764436462,-1.405789161,-1.763228103,-2.017579751,0.642873473,1.96299184,0.239593919,0.232769108,0.713233818,0.781044169,-0.301864539,0.387340472,0.742728832,-0.624881,-0.293514349,-2.376203315,-0.197662082,-0.764143344,0.010482298,-1.56231256,-1.548463946,-1.629164009
PhHAL.3G122200,-0.356223995,-1.375121104,0.790916608,0.085993563,-1.633195796,-0.859825857,0.524953749,-1.761088368,-2.740428568,-2.793178713,-2.118563275,-4.161633196,-1.731800984,-2.522228109,-1.432159636,-0.280901903,-0.04806452,0.181686034,-1.096004456,-0.124090811,0.006698735,-0.557357307,-0.784055786,-0.766190371,0.146226918,-1.734593888,0.65792263,-0.041517145,0.184521497,0.258064869
PhHAL.9G125100,-0.568348042,-0.560664963,0.625285938,-0.293069129,-3.924417915,-2.270032787,-0.435919314,-1.326668193,-1.466052755,-2.239069763,-2.172131745,-3.140045435,-1.653613498,-2.19423102,0.396792477,-2.650466448,-1.008126635,-2.51363723,0.471991562,-0.296340076,-0.975183343,-1.368285285,-1.035785703,-3.924417915,-1.016440765,0.824696861,0.707010478,-2.278863807,-2.712589568,-2.986148687
PhHAL.2G016500,-0.645241309,-2.076165337,-1.477765367,-1.602065298,-3.160007624,-2.669387433,-1.220360607,-1.445035287,-0.96338577,-3.354753196,-2.056360441,-2.565175634,-0.647128983,-0.111277084,2.494274238,-0.824866903,-0.897579992,-0.58283641,-1.963363372,-1.54181703,-0.404281581,-0.65383944,-0.243074924,-8.798150987,-1.410399895,-1.870758721,-1.533752267,-3.079115438,-3.095953362,-2.927219165
PhHAL.4G224000,-1.358539512,-1.994041268,-1.283753573,-2.135520607,-1.406151016,-2.21841086,-0.307759983,-1.160731182,-2.129602485,-2.175841121,-3.247011645,-2.115008405,-0.628263458,-2.749487786,-1.371581112,-2.168734838,-1.67651037,-1.929234385,-1.338300201,-1.449522254,-1.742981498,-1.594962719,-0.86808373,-3.842811262,-1.726665485,-1.477703572,0.222004267,-1.833894167,-2.326982769,-2.430777693
PhHAL.3G150800,0.291711072,0.248553883,1.691273918,-1.159939183,-1.392244694,-1.602300805,0.043238094,-0.587180485,-0.237078928,-1.725319615,-2.5170608,-2.414860283,-1.631258216,-2.252141111,-1.361945039,-0.982370363,-2.19785234,-1.407019934,0.313304964,0.843368158,1.12793582,-0.188968118,-0.37977785,-4.109156595,0.549714921,0.445461479,0.944081919,-0.672744199,-0.977651067,-0.737645126
PhHAL.9G056700,-1.775629608,-2.320732218,-3.267128375,-0.654963452,-0.86049031,-0.625437793,-2.078810789,-3.282376091,-2.982478533,-2.314338434,-2.836797192,-2.128627546,-1.409703968,-3.194533781,-2.100150455,-1.790003873,-1.443554862,-1.794012326,-0.80875545,-1.842169315,-2.303692142,-1.28370841,0.112143326,-3.998046771,-1.853125167,-4.83183307,-2.032534618,-2.425609397,-2.057096829,-2.381013024
PhHAL.1G368800,-0.933034187,-1.232627412,-0.074356942,-1.274993516,-1.501186834,-1.819966176,-0.892489038,-1.818085458,-2.399422291,-2.303866637,-2.969604423,-2.937877826,-1.465049024,-1.863029109,-0.706318064,-1.843018258,-1.259482361,-1.677821212,0.075869369,-0.835542985,-0.374131783,-0.762892693,-0.196587129,-1.604214231,-1.384049657,-0.635759877,-0.075793511,-2.023793749,-2.764973306,-2.764535523
PhHAL.8G214825,-0.766628314,-1.295376768,-1.029976209,-0.596330117,-0.613474205,-0.61631737,-1.167147528,-1.45438843,-1.880522764,-1.358375171,-1.22731083,-1.668592442,-0.131889567,-0.940393403,-0.638620044,-0.322006924,-0.5408359,-0.544334744,-0.875008342,-0.779556517,-1.388674729,-0.090258753,-0.069636057,0.804579902,-0.858373124,-1.690956177,-1.531734595,-1.512845156,-1.267494485,-1.622773428
PhHAL.3G210000,-0.78702394,-0.835908329,-0.419542253,0.312537678,0.401672965,-0.08780371,-1.60581436,-1.826619131,-1.67032418,-1.710217235,-1.493571063,-1.983473759,-1.169134532,-2.200536787,-1.085783318,-0.750010811,-0.850391965,-1.73660971,-0.731150893,-0.828398175,0.175272803,-1.133993452,-0.451778243,-2.274104584,-1.447828437,-1.315659145,-0.183805148,-1.699879041,-1.702171533,-1.79377431
PhHAL.9G576300,-0.226466659,-2.207234817,-4.419957666,-1.117700194,-0.814290382,-1.807177215,-1.282852672,-1.297237822,-1.666193945,-5.306321536,-2.074849331,-1.707328108,-1.030282349,-7.558198743,1.274741891,0.227884788,0.934195477,0.736180565,-3.114333544,-2.999373979,-3.086998274,-0.824840263,0.0246238,-1.099602057,-2.607716331,-0.702657467,-3.289188045,-3.558068839,-4.116247674,-4.09004235
PhHAL.6G249300,-0.559541315,-0.934752301,-0.873217465,-1.721112711,-1.230678304,-1.328479784,-0.38580848,-0.925894102,-1.138046025,-1.953255173,-2.497644712,-1.807125437,-0.461434978,-1.454461785,-1.360388968,-1.278408278,-1.442477218,-0.95594188,-0.598258479,-0.775768686,-1.321534211,-1.384037954,-0.785224693,-2.958633601,-0.792804984,-1.657629235,-0.914304558,-1.742793506,-2.25908641,-2.26639568
PhHAL.8G002600,0.3401625,0.193208219,1.234108462,0.699997524,1.048063073,-0.033113152,-1.318951279,-1.640301724,-1.271175735,-1.84053381,-1.864703619,-2.049061902,-0.524536614,-0.648771859,0.761939213,-0.794067562,-0.179774231,-0.051600505,0.178523745,-0.115399201,0.149164038,-1.08321374,-0.147469308,1.67162724,-1.118512052,-1.423369672,-0.474694236,-1.894735355,-1.904983595,-1.817805335
PhHAL.6G041201,-0.371497965,-2.687446699,0.525293823,-0.967537243,-1.579721693,-1.678660269,0.034326228,-1.952399433,-2.687446699,-2.36766354,-2.516869989,-2.625517504,-1.313520137,-2.099880081,0.19967105,-1.377637477,-0.47681126,0.109552857,-0.214265042,-1.029637513,-0.98847706,-1.781394114,-1.355833553,-3.746347167,-1.412439652,0.514370623,-0.916482374,-2.259457777,-2.842334057,-2.174253019
PhHAL.5G396800,-0.188501513,-0.439800758,0.642121543,-1.319828788,-1.264446794,-1.992793835,-0.324048426,-0.609513712,0.386679774,-3.168682347,-2.139925414,-1.659168596,-1.476008127,0.438474117,2.693679932,0.520229473,0.384336328,1.081872832,0.7371044,-0.443998335,0.283083907,-2.894306604,-2.075487239,-7.908670824,-0.786822303,2.36811044,-0.603092401,-0.093601401,-0.47856958,-0.475552796
PhHAL.3G022400,-0.8623513,-0.685262614,-0.908532957,-2.138293996,-0.945917016,-2.602961132,-0.096320594,-1.230690075,-0.909704445,-2.295182935,-2.191448816,-2.805986443,0.203100045,-7.109202086,0.769878737,-1.306244797,-1.564502472,-1.856602023,2.38341023,0.756141466,1.096366374,-1.019008736,0.090187235,-8.295644974,-0.707563087,-0.194207114,0.071890524,-2.632721724,-3.026121784,-3.100242252
PhHAL.4G009500,-0.859684841,-1.919244093,-1.129045782,-1.383168414,-1.212150874,-1.978305597,-0.946503809,-1.975533424,-1.863832526,-1.589786895,-2.580107357,-3.113927176,-0.736769068,-2.318625576,-0.149384944,-2.644678663,-2.089725312,-2.694306538,-1.788907361,-1.514414682,-0.777860476,-1.10817085,-0.301701328,-0.045486741,-0.457336983,-1.068421187,-0.296367977,-1.279042758,-1.763604255,-1.658896818
PhHAL.3G470900,1.151618391,0.941421052,1.503112604,-0.265862383,-1.164297063,-1.295867137,-0.512280473,-0.654877441,-0.747068362,-1.440173893,-2.412608028,-1.790223157,1.205551641,0.889967901,-1.009658799,-2.263420394,-2.07541537,-2.801661545,1.593260876,1.244283012,-0.738534459,-2.110301586,-0.368699466,-2.801661545,-0.72401377,-1.042239536,-0.28562666,-1.411857975,-1.478971908,-1.092392969
PhHAL.6G275500,-0.672546053,-0.528417073,0.202971088,-0.978000503,-0.63695353,-2.776976414,-0.495949747,-1.651867635,-0.783125153,-2.060497399,-2.148220791,-2.238452853,-1.982172452,-1.461640787,-0.956812459,-1.791811953,-0.783283601,-1.043286147,0.224245567,-0.37035664,0.652692161,-2.425021397,-1.639149044,-3.295292992,-0.93370997,1.161627408,0.961249605,-1.326933085,-1.563323436,-1.366551265
PhHAL.5G193500,-0.601982322,-0.627521124,-0.678306546,-1.015268686,-1.322652411,-0.186309644,-0.858435756,-1.017907461,-1.617335012,-0.737085406,-1.171385321,-1.252446257,0.594816721,-1.235027059,-0.947983263,0.681480631,0.046104591,0.075728856,-1.121197984,-0.51266378,-0.608242303,0.193643845,-0.14245765,-1.562794522,-0.241609993,-1.708049178,-1.276354553,-1.038668645,-0.767968625,-0.855300653
PhHAL.4G096200,0.708373102,-0.309203967,0.310102124,-1.36886741,-0.62824318,-2.487429519,-0.566646442,-1.436569498,-0.184457977,-2.911296343,-1.825621186,-2.366748054,-0.242321398,-0.878285838,1.871692738,-0.470772177,-0.77431813,-1.200402492,0.281626048,0.603697577,0.449639335,-1.701703893,-0.730578354,0.520029606,-1.817512656,-0.307868559,-2.138260092,-3.301692837,-3.034529649,-3.202171857
PhHAL.2G394700,-0.396596693,-0.299667572,-0.285438623,-0.604917871,-0.980141804,-1.09079112,-0.996345361,-0.907406679,-1.976056855,-1.785764296,-2.101375294,-1.958204526,0.176207703,-0.65384025,0.375628005,-0.950737332,-0.918270392,-0.983285817,-0.635711077,-0.18127919,0.389532109,-0.120376514,0.300524289,1.458352215,-0.373509708,-0.703239357,-0.992810392,-2.056158657,-1.844355488,-1.971317391
PhHAL.9G573400,0.471271971,0.696866397,0.753709128,-1.601319408,-0.470270656,-2.108178025,0.15689334,-1.085145112,-0.498900311,-2.013995641,-2.208594759,-3.101054101,-0.572871505,-2.491284456,-0.334095189,-3.221971797,-2.796087239,-2.6071157,1.111409956,0.315485026,-0.114032966,-2.561810482,-1.350373863,-4.392268645,-0.407693227,2.276439192,0.875069935,-1.99966546,-2.13258036,-2.250028406
PhHAL.7G066700,-0.496456545,-1.526766243,-0.347097468,-1.11637731,-0.659703493,-1.154677559,0.123977591,-0.849204986,-2.734677831,-2.127066809,-2.266261428,-2.273644444,-0.486677425,-2.734677831,0.387386873,-0.924901162,-0.832551163,-1.806906334,0.168512801,0.004651845,-0.539257785,-1.09874965,-0.716746621,-3.946608291,-0.394141197,1.079872593,-0.342313693,-2.329154638,-2.04016019,-2.253003135
PhHAL.9G448800,0.457122767,-0.141208483,0.301678834,-0.160218023,-0.893146489,-1.247934564,1.295378747,-1.074454046,-1.915806962,-2.414463501,-2.000625983,-3.159964157,-1.237320656,-3.185151362,-0.434165476,1.901588825,2.062657799,2.213730503,0.693044273,0.594822699,1.020702477,-1.403031229,-0.852010495,-3.742593377,-1.767247552,-1.721429521,-0.264234998,0.708109817,0.456757025,0.669463232
PhHAL.2G300800,-0.435776607,-2.573728491,-1.411189736,-1.687357985,-2.257427287,-2.635941603,-0.944875635,-2.008147688,-1.439931242,-1.717643344,-2.486228896,-1.929941572,-1.831155683,-6.632997232,-0.248626171,-1.084772757,-1.121852968,-0.632022967,-1.32578367,-1.964588735,-0.058892696,-2.118229876,-0.762426185,-0.223777301,-1.823016934,-0.699356143,-0.786849964,-1.652573049,-2.287464341,-2.473468356
PhHAL.2G115300,-0.630803255,-1.038774479,-0.49380368,-1.17425949,-0.964944022,-1.729779258,-1.116904668,-1.099278502,-1.112840721,-2.173851228,-2.022346587,-1.918087292,-0.301575344,-2.659895643,-0.429489708,-0.729275281,-0.493807516,-0.926598389,-0.120749243,-0.908444777,-0.564676713,-1.050009741,-0.062191666,-3.003885831,-1.564592306,-1.236301338,-1.206578251,-1.919420117,-1.999923865,-1.980531108
